time,n,URef,J,KT,10KQ,eta0
0.0222258,2.515000e+01,-5.105332e+00,8.927662e-01,2.199160e-01,5.287638e-01,5.909530e-01
0.0222581,2.515000e+01,-5.105186e+00,8.927398e-01,2.200376e-01,5.281794e-01,5.919171e-01
0.0222903,2.515000e+01,-5.105064e+00,8.927187e-01,2.202666e-01,5.275065e-01,5.932745e-01
0.0223226,2.515000e+01,-5.104949e+00,8.926985e-01,2.203016e-01,5.276139e-01,5.932347e-01
0.0223548,2.515000e+01,-5.104823e+00,8.926765e-01,2.203341e-01,5.286495e-01,5.921451e-01
0.0223871,2.515000e+01,-5.104689e+00,8.926536e-01,2.200842e-01,5.289376e-01,5.911363e-01
0.0224194,2.515000e+01,-5.104559e+00,8.926308e-01,2.200538e-01,5.289365e-01,5.910403e-01
0.0224516,2.515000e+01,-5.104435e+00,8.926088e-01,2.199288e-01,5.285353e-01,5.911387e-01
0.0224839,2.515000e+01,-5.104319e+00,8.925886e-01,2.201016e-01,5.286553e-01,5.914552e-01
0.0225161,2.515000e+01,-5.104206e+00,8.925692e-01,2.202901e-01,5.293819e-01,5.911362e-01
0.0225484,2.515000e+01,-5.104107e+00,8.925516e-01,2.203047e-01,5.291387e-01,5.914358e-01
0.0225806,2.515000e+01,-5.104012e+00,8.925349e-01,2.202195e-01,5.291429e-01,5.911914e-01
0.0226129,2.515000e+01,-5.103918e+00,8.925182e-01,2.199195e-01,5.285632e-01,5.910224e-01
0.0226452,2.515000e+01,-5.103849e+00,8.925068e-01,2.200824e-01,5.279619e-01,5.921262e-01
0.0226774,2.515000e+01,-5.103800e+00,8.924980e-01,2.202190e-01,5.279651e-01,5.924842e-01
0.0227097,2.515000e+01,-5.103742e+00,8.924874e-01,2.201787e-01,5.288891e-01,5.913341e-01
0.0227419,2.515000e+01,-5.103645e+00,8.924707e-01,2.195834e-01,5.301743e-01,5.882951e-01
0.0227742,2.515000e+01,-5.103559e+00,8.924557e-01,2.194928e-01,5.298753e-01,5.883739e-01
0.0228065,2.515000e+01,-5.103505e+00,8.924461e-01,2.198806e-01,5.292050e-01,5.901535e-01
0.0228387,2.515000e+01,-5.103475e+00,8.924408e-01,2.200233e-01,5.286359e-01,5.911692e-01
0.022871,2.515000e+01,-5.103463e+00,8.924390e-01,2.203129e-01,5.287938e-01,5.917689e-01
0.0229032,2.515000e+01,-5.103446e+00,8.924364e-01,2.202440e-01,5.293245e-01,5.909890e-01
0.0229355,2.515000e+01,-5.103437e+00,8.924346e-01,2.204045e-01,5.294109e-01,5.913221e-01
0.0229677,2.515000e+01,-5.103421e+00,8.924320e-01,2.203600e-01,5.298563e-01,5.907039e-01
0.023,2.515000e+01,-5.103428e+00,8.924329e-01,2.203381e-01,5.289054e-01,5.917078e-01
0.0230323,2.515000e+01,-5.103435e+00,8.924337e-01,2.201095e-01,5.288101e-01,5.912015e-01
0.0230645,2.515000e+01,-5.103446e+00,8.924364e-01,2.200243e-01,5.289044e-01,5.908684e-01
0.0230968,2.515000e+01,-5.103429e+00,8.924329e-01,2.197176e-01,5.299011e-01,5.889330e-01
0.023129,2.515000e+01,-5.103427e+00,8.924329e-01,2.200365e-01,5.300696e-01,5.895998e-01
0.0231613,2.515000e+01,-5.103448e+00,8.924364e-01,2.203045e-01,5.297289e-01,5.907003e-01
0.0231935,2.515000e+01,-5.103491e+00,8.924443e-01,2.207044e-01,5.297205e-01,5.917870e-01
0.0232258,2.515000e+01,-5.103558e+00,8.924557e-01,2.210303e-01,5.293093e-01,5.931286e-01
0.0232581,2.515000e+01,-5.103611e+00,8.924645e-01,2.205537e-01,5.291345e-01,5.920513e-01
